,Restaurant,Latitude,Longitude,URL
95,Libertea Milktea - UST Dapitan [Available for LONG-DISTANCE DELIVERY],14.61149946,120.988075,https://food.grab.com/ph/en/restaurant/libertea-milktea-ust-dapitan-available-for-long-distance-delivery-delivery/2-C2ADGP6ERKEWVX
96,Wok with Yap - UST [Available for LONG-DISTANCE DELIVERY],14.611589261386,120.987806,https://food.grab.com/ph/en/restaurant/wok-with-yap-ust-available-for-long-distance-delivery-delivery/2-CZMHAAEVN6VTRT
97,Daily Dose Coffee Cafe - UST [Available for LONG-DISTANCE DELIVERY],14.611589261386,120.987806,https://food.grab.com/ph/en/restaurant/daily-dose-coffee-cafe-ust-available-for-long-distance-delivery-delivery/2-C2CAGPCKET52UA
98,Flavours - Biak Na Bato St. [Available for LONG-DISTANCE DELIVERY],14.6159913,120.9776081,https://food.grab.com/ph/en/restaurant/flavours-biak-na-bato-st-available-for-long-distance-delivery-delivery/2-C2V1JEUUCFE1TJ
99,Chuang Mingtang Taiwan Fruit Tea - Sampaloc [Available for LONG-DISTANCE DELIVERY],14.611466171647276,120.995501668284,https://food.grab.com/ph/en/restaurant/chuang-mingtang-taiwan-fruit-tea-sampaloc-available-for-long-distance-delivery-delivery/2-C2MANXU1EXLUC2
100,R&B Milk Tea - Espana (Shakey's),14.607678721672489,120.9907540028179,https://food.grab.com/ph/en/restaurant/r-b-milk-tea-espana-shakey-s-delivery/2-C2KTJXA3NGMFGX
101,PALAMilk Tea - Laon Laan [Available for LONG-DISTANCE DELIVERY],14.61622754,120.9911974,https://food.grab.com/ph/en/restaurant/palamilk-tea-laon-laan-available-for-long-distance-delivery-delivery/2-C2L2ATUWRJJTBE
102,Angel's Pasta - Santa Cruz [Available for LONG-DISTANCE DELIVERY],14.615416488376027,120.97751999999878,https://food.grab.com/ph/en/restaurant/angel-s-pasta-santa-cruz-available-for-long-distance-delivery-delivery/2-C22KVK22LEUTWA
103,Uncle John's Chicken by Mini Stop - Escolta,14.5985878,120.9792009,https://food.grab.com/ph/en/restaurant/uncle-john-s-chicken-by-mini-stop-escolta-delivery/2-CYNDEYNDSBU2RN
104,Minute Burger - Gastambide [Available for LONG-DISTANCE DELIVERY],14.6025839,120.9904756,https://food.grab.com/ph/en/restaurant/minute-burger-gastambide-available-for-long-distance-delivery-delivery/2-CZKCBFBFRLCUTN
